#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-09-25T16:21:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5baa5fdab92b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=39	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:I/324&cat:I/337&cat:I/345&tab:{I/345/gaia2}&tab:{I/345/rvstdcat}&tab:{I/345/rvstdmes}&tab:{I/345/allwise}&tab:{I/345/iers}&tab:{I/345/cepheid}&tab:{I/345/rrlyrae}&tab:{I/345/lpv}&tab:{I/345/varres}&tab:{I/345/shortts}&tab:{I/345/tsstat}&tab:{I/345/numtrans}&tab:{I/345/transits}&tab:{I/345/rm}&tab:{I/345/rmseg}&tab:{I/345/rmout}&tab:{I/345/ssoobj}&tab:{I/345/ssoorb}&tab:{I/345/ssores}&tab:{I/345/ssoobs}&cat:I/347&cat:VI/137&cat:VI/145&cat:J/A+A/523/A48&cat:V/149&key:source=gaia+dr2&HTTPPRM:&&-ref=VIZ5baa5fdab92b&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c=cg 30
#-c.eq=J2000
#-c.r=  2
#-c.u=deg
#-c.geom=r
#-source=I/345/gaia2,I/345/rvstdcat,I/345/rvstdmes,I/345/allwise,I/345/iers,I/345/cepheid,I/345/rrlyrae,I/345/lpv,I/345/varres,I/345/shortts,I/345/tsstat,I/345/numtrans,I/345/transits,I/345/rm,I/345/rmseg,I/345/rmout,I/345/ssoobj,I/345/ssoorb,I/345/ssores,I/345/ssoobs
#-out.orig=standard
#-order=I
#-sort=RA_ICRS
#-out=Plx
#Plx=>2.10 and < 4.04
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Gmag
#-out=e_Gmag
#-out=BPmag
#-out=e_BPmag
#-out=RPmag
#-out=e_RPmag
#-out=RV
#-out=e_RV
#VC=VC
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#Simbad=Simbad
#LC=LC
#astorb=astorb
#
#INFO	CatalogsExamined=20	
#  20 catalogues with potential matches were examined.
#
#INFO	-c=122.386750-36.083450,rd=2.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_r	(F8.6)	Distance from center (122.38675000000-36.08345000000)[ICRS], at Epoch=J2015.5	[ucd=pos.angDistance]
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	e_BPmag	(F6.4)	? Standard error of BP mean magnitude (Vega) (added by CDS) (phot_bp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	e_RPmag	(F6.4)	? Standard error of RP mean magnitude (Vega) (added by CDS) (phot_rp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
_r	_RAJ2000	_DEJ2000	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Gmag	e_Gmag	BPmag	e_BPmag	RPmag	e_RPmag	RV	e_RV
1.483617	122.5092103256396	-34.6031796754736	    2.4923	 0.6751	   -4.926	 0.984	   -4.086	 1.408	19.9630	0.0061	       	      	       	      	       	
0.651047	122.5092134857503	-36.7270136387958	    2.3619	 1.4082	   -1.311	 1.746	    4.515	 3.858	20.7375	0.0138	21.5490	0.2841	19.4145	0.1077	       	
1.124278	122.5092286886686	-34.9636008064920	    2.6150	 1.1925	   -3.497	 1.566	    0.695	 3.528	20.8247	0.0121	21.5350	0.1707	20.0602	0.0521	       	
1.841489	122.5092638323483	-34.2446813253992	    2.2450	 1.3160	    1.817	 1.680	   -1.151	 2.998	20.5261	0.0137	       	      	       	      	       	
1.310074	122.5100344032097	-37.3897992990635	    3.7458	 1.5546	   -7.735	 2.567	    0.802	 4.468	20.9652	0.0150	21.4934	0.2876	19.8573	0.0811	       	
1.381658	122.5100942730057	-37.4615799613536	    3.3386	 0.9697	   -1.308	 1.696	    1.904	 2.774	20.7539	0.0105	20.8545	0.1342	19.4422	0.1233	       	
0.632643	122.5101545237845	-35.4587410182509	    2.2630	 1.9973	   -4.050	 2.133	   -8.474	 3.840	20.9240	0.0166	20.5217	0.4690	19.4073	0.1469	       	
1.909941	122.5107038621134	-37.9910159612884	    3.4159	 0.1384	  -43.406	 0.243	   41.556	 0.221	18.1640	0.0014	19.6152	0.0684	16.9239	0.0079	       	
0.773406	122.5106223031782	-35.3166648579381	    2.5409	 0.0278	   -7.301	 0.045	   12.736	 0.058	11.4444	0.0004	11.7593	0.0012	10.9903	0.0007	       	
1.929007	122.5106778462670	-38.0101029294500	    2.1452	 0.1682	  -15.685	 0.219	   41.759	 0.619	17.9200	0.0021	       	      	       	      	       	
1.804603	122.5107442735058	-37.8853028773522	    2.6412	 1.3147	  -12.631	 2.143	   -7.787	 2.454	19.5862	0.0076	20.0439	0.0625	18.3618	0.0300	       	
0.998996	122.5109042188105	-35.0896551322938	    2.5621	 0.0692	  -10.734	 0.108	   21.141	 0.148	17.0556	0.0010	18.3708	0.0169	15.9073	0.0035	       	
1.593968	122.5112236104254	-37.6743183183319	    2.6067	 0.7655	   -3.523	 1.271	    2.621	 1.050	20.5493	0.0082	       	      	       	      	       	
0.500993	122.5114465803873	-35.5928040345987	    2.3613	 1.0582	    0.456	 1.829	    9.889	 2.560	20.5728	0.0109	20.8863	0.1492	19.0496	0.0432	       	
1.443706	122.5115375477548	-34.6433386759647	    3.2837	 0.7538	   -2.502	 1.474	    1.098	 1.476	20.1484	0.0069	20.4918	0.0848	18.8708	0.0549	       	
1.284842	122.5116235163101	-37.3644027949247	    2.3461	 0.6613	   -5.033	 0.968	    2.988	 1.292	20.2511	0.0062	       	      	       	      	       	
1.484408	122.5117431256775	-34.6025682694794	    3.0846	 0.7830	   -3.345	 1.115	    5.157	 1.640	20.5589	0.0081	20.9870	0.1143	19.5043	0.0444	       	
1.430770	122.5122858916772	-34.6563429309941	    3.0267	 1.0156	   -0.730	 1.378	   -0.679	 2.537	20.5827	0.0080	20.9048	0.1626	19.5693	0.0691	       	
0.101614	122.5124945270101	-36.0838972851350	    3.1727	 2.1372	   -2.022	 3.504	    4.439	 3.333	20.9361	0.0173	21.4114	0.1775	19.9236	0.0994	       	
1.102337	122.5125977438431	-37.1811731584297	    2.4524	 1.1345	   -1.798	 1.916	    4.933	 2.910	20.7097	0.0115	20.9778	0.2940	19.4875	0.1263	       	
1.784395	122.5126736749583	-37.8649930647511	    2.2623	 2.4110	   -4.263	 2.425	   -3.707	 4.126	20.9899	0.0164	20.6836	0.2775	19.7631	0.1693	       	
0.120730	122.5126800350166	-36.1484912335561	    3.0305	 0.0305	   -3.742	 0.051	    0.451	 0.049	12.6176	0.0002	13.0053	0.0012	12.0870	0.0011	  14.08	 1.37
1.312677	122.5127579134176	-37.3922559981288	    2.4912	 0.9665	   -1.286	 1.289	    4.257	 3.382	20.6992	0.0095	21.1639	0.3473	19.4973	0.0634	       	
1.534803	122.5127752270412	-37.6149641191347	    3.8943	 1.2553	   -0.957	 1.764	    6.297	 4.682	20.8756	0.0122	20.8837	0.2362	19.5400	0.2495	       	
1.779950	122.5128356236566	-34.3065061674470	    2.7178	 1.1912	   -0.579	 1.873	    5.141	 2.716	20.8023	0.0142	20.4037	0.3899	19.6031	0.0880	       	
1.201604	122.5132751493585	-37.2807717033315	    2.1447	 1.1705	    0.897	 1.662	    2.309	 3.059	20.7989	0.0119	21.3239	0.2108	19.7890	0.1575	       	
1.258917	122.5133969269176	-34.8287448500664	    4.0386	 0.7250	   -0.982	 0.979	   -5.022	 1.533	20.1684	0.0072	20.6871	0.0695	19.1367	0.0353	       	
1.753377	122.5137409117589	-34.3331666244579	    2.7410	 1.9483	   -4.656	 3.518	    5.160	 3.336	20.9090	0.0163	21.2376	0.2803	19.8508	0.1268	       	
1.607228	122.5137844003337	-37.6874689681786	    2.7690	 1.0558	    5.507	 1.755	    1.627	 2.120	19.9491	0.0156	       	      	       	      	       	
0.787237	122.5139926499535	-36.8640475546189	    2.3026	 0.1349	   -6.461	 0.214	    7.872	 0.227	18.0739	0.0018	19.4558	0.0567	16.7346	0.0116	       	
0.536808	122.5141589215759	-35.5566636556380	    2.1454	 0.6785	   -0.872	 0.966	   -2.939	 1.701	20.1866	0.0072	20.3389	0.0947	18.9464	0.0487	       	
1.141485	122.5141704854806	-37.2203856132185	    2.3882	 1.0620	   -2.220	 1.713	    8.264	 1.980	20.6169	0.0103	21.0965	0.2197	19.5711	0.1089	       	
1.735001	122.5143458178125	-34.3515794508685	    2.2114	 0.8501	   -6.243	 1.295	   -0.345	 1.692	20.5207	0.0092	20.6565	0.0694	18.9751	0.0378	       	
0.948444	122.5145916531144	-37.0263737289693	    2.6846	 0.1508	   -6.622	 0.240	   12.145	 0.272	18.5328	0.0019	19.9210	0.0697	17.2965	0.0095	       	
0.626987	122.5146442379856	-35.4651112627122	    2.2595	 1.5469	   -5.729	 2.613	    1.561	 4.827	20.8887	0.0163	       	      	       	      	       	
0.478637	122.5147189707167	-35.6161855289989	    2.6109	 1.0320	    1.101	 1.389	   -0.652	 2.587	20.6976	0.0124	       	      	       	      	       	
1.456228	122.5148387648715	-34.6309571208977	    2.5702	 1.5857	   -1.441	 1.838	   -3.661	 2.617	20.8107	0.0131	       	      	       	      	       	
1.438644	122.5152031115352	-34.6486356157911	    2.3604	 1.0591	   -1.052	 1.101	    2.857	 2.856	20.6090	0.0080	20.9428	0.1274	19.4261	0.0866	       	
1.391834	122.5159319982274	-34.6956769955325	    3.0352	 0.1108	  -13.803	 0.181	   17.710	 0.193	17.7542	0.0012	19.1938	0.0230	16.5671	0.0042	       	
1.526874	122.5160623851793	-34.5602384713912	    2.4099	 0.7691	   -4.746	 0.895	    3.321	 0.882	18.8645	0.0048	       	      	       	      	       	
1.215635	122.5160408788265	-37.2947131470324	    3.4933	 1.5786	    4.613	 3.057	   13.663	 4.682	20.8987	0.0144	21.3363	0.1938	19.8936	0.1165	       	
0.889105	122.5162609378062	-35.2006120463434	    3.1052	 1.1714	   -1.664	 1.511	    3.802	 3.180	20.7034	0.0107	21.2901	0.0959	19.5375	0.1265	       	
0.966295	122.5163382574737	-37.0441475478447	    3.5669	 2.3376	   -9.375	 4.214	    4.707	 2.338	20.9539	0.0189	20.5683	0.1847	20.1806	0.1701	       	
0.110835	122.5164762655836	-36.0475184346716	    2.7064	 0.1290	  -15.389	 0.231	   34.755	 0.196	17.9587	0.0014	19.1335	0.0204	16.8974	0.0057	       	
0.111716	122.5165689843391	-36.0451568961385	    2.2388	 1.2991	    0.011	 1.712	    5.193	 2.709	20.7608	0.0120	21.1900	0.1991	19.8553	0.0775	       	
0.515756	122.5165880388661	-36.5884984160653	    3.7393	 1.7649	   -3.536	 2.176	    1.254	 3.295	20.8149	0.0140	20.9485	0.2619	19.7408	0.1419	       	
0.172084	122.5165969432081	-36.2199424314882	    2.8836	 1.2638	   -0.359	 1.634	    8.259	 2.375	20.6693	0.0097	20.9329	0.1945	19.3444	0.0704	       	
0.940034	122.5167634472645	-35.1493762328686	    3.7102	 0.6573	  -15.825	 0.967	    1.866	 1.831	20.1684	0.0074	21.4216	0.1727	18.8662	0.0494	       	
1.708515	122.5167508672723	-34.3782360933122	    2.3105	 0.6406	    0.370	 1.084	   -0.429	 1.289	20.3820	0.0072	21.2243	0.2540	19.0331	0.0515	       	
0.543744	122.5168040827708	-36.6170094972471	    2.3981	 1.1547	   -0.483	 1.694	   -0.163	 1.659	20.7097	0.0168	20.2825	0.1585	19.0766	0.1367	       	
0.822593	122.5169130132710	-35.2677074296286	    3.9207	 1.1626	   -5.047	 1.451	    6.997	 3.558	20.5722	0.0117	20.9517	0.1337	19.0099	0.0457	       	
0.280152	122.5170227021641	-36.3431445167617	    3.6047	 1.2661	   -4.384	 1.373	   -0.187	 2.740	20.7789	0.0120	20.7262	0.1297	19.7434	0.1075	       	
1.488833	122.5170295945891	-34.5984478166599	    2.6196	 0.3908	   -3.246	 0.527	    8.023	 0.758	19.1737	0.0036	19.8370	0.0604	18.1368	0.0291	       	
1.934930	122.5174484281910	-34.1514914892252	    2.3294	 1.7059	   -0.187	 2.382	    3.828	 4.078	20.9332	0.0131	20.9627	0.3232	20.0063	0.1788	       	
1.845961	122.5176095924031	-37.9264631190847	    2.7489	 1.0409	  -24.244	 2.250	    1.278	 1.602	20.3040	0.0138	20.5330	0.1061	18.7751	0.0346	       	
1.377396	122.5178957875436	-37.4568500706699	    2.3147	 0.8669	    1.666	 1.491	    3.659	 2.119	20.5867	0.0083	20.9985	0.1919	19.5368	0.0869	       	
1.062086	122.5179898817043	-37.1403244373302	    2.3701	 1.4365	   -4.824	 2.117	    5.306	 3.509	20.8121	0.0151	20.5315	0.2611	19.4946	0.1136	       	
0.863791	122.5184855533649	-35.2263145486680	    2.1043	 1.0364	    2.413	 1.468	   -0.834	 2.846	20.6599	0.0098	21.3701	0.1569	19.2628	0.1163	       	
1.303723	122.5186340470947	-37.3828753869108	    2.9788	 0.9831	   -6.556	 1.292	   -2.026	 2.890	20.6293	0.0107	21.0553	0.1790	19.6109	0.0639	       	
0.156397	122.5184084779289	-36.1979119698250	    3.7656	 0.0989	   37.508	 0.167	  -19.520	 0.157	17.1823	0.0013	18.3135	0.0488	16.0622	0.0054	       	
1.396798	122.5188918943831	-34.6908544712115	    2.7661	 1.2491	   -7.600	 1.442	   10.318	 2.512	19.6753	0.0157	       	      	       	      	       	
1.415086	122.5189024434042	-37.4945696015817	    2.1226	 0.9381	   -1.942	 1.575	   -1.015	 2.648	20.6908	0.0098	21.0826	0.2051	19.5243	0.0874	       	
0.856920	122.5193078703548	-36.9337749916343	    3.4631	 0.0308	  -25.170	 0.047	    9.442	 0.054	15.4877	0.0004	16.3350	0.0037	14.5817	0.0019	       	
0.689907	122.5192859732647	-35.4019686703430	    2.1843	 1.0605	   -3.697	 1.509	   -2.261	 2.510	20.6918	0.0104	21.5600	0.1366	19.7125	0.0912	       	
0.736259	122.5197704465567	-35.3551719633847	    3.0784	 0.0383	   -7.742	 0.057	    5.216	 0.084	15.9810	0.0006	17.0527	0.0058	14.9513	0.0020	       	
0.524673	122.5198402103636	-35.5700262573079	    2.9832	 0.2002	  -19.170	 0.330	   11.727	 0.393	18.0507	0.0032	19.1960	0.0262	16.4581	0.0112	       	
1.706698	122.5198000489244	-37.7868491661004	    2.2414	 0.1822	   -5.881	 0.319	    3.511	 0.336	16.3417	0.0022	16.9470	0.0038	15.4955	0.0031	       	
1.694744	122.5198815930683	-37.7748625964749	    2.2583	 0.9903	   -7.578	 1.290	    2.567	 1.437	20.5711	0.0079	20.9075	0.1207	19.3511	0.0782	       	
0.893960	122.5198922388361	-36.9709894458031	    2.1373	 0.9039	   -1.145	 1.513	    0.993	 1.806	20.7878	0.0106	20.8501	0.1430	19.7704	0.1414	       	
0.524598	122.5200521765345	-35.5701678591964	    2.9033	 0.4073	  -16.659	 0.697	   17.727	 1.602	18.8854	0.0042	       	      	       	      	       	
0.327172	122.5200318634568	-36.3924979570747	    2.1264	 0.1597	   -6.588	 0.220	    7.361	 0.259	18.2622	0.0017	19.8342	0.0693	16.9479	0.0093	       	
0.109763	122.5203076226171	-36.1035460326532	    2.1889	 0.1376	   -4.732	 0.231	   -7.542	 0.214	18.0660	0.0016	19.4124	0.0390	16.9064	0.0121	       	
1.939744	122.5203637375452	-38.0202794768382	    2.4790	 0.8431	   -4.287	 1.541	    3.889	 1.604	20.4262	0.0103	19.7038	0.2609	18.4652	0.0788	       	
0.646443	122.5204379416619	-36.7209070396595	    2.7649	 2.0669	    2.271	 3.584	    7.848	 3.118	20.8390	0.0172	       	      	       	      	       	
1.914880	122.5204793273342	-34.1717181303252	    2.3862	 1.9251	   -1.328	 2.589	    5.271	 4.014	20.9133	0.0152	20.4382	0.3260	20.0360	0.1690	       	
1.617804	122.5207378922730	-34.4693530874200	    2.2873	 0.0283	   -4.525	 0.043	    1.555	 0.045	15.2463	0.0004	15.9472	0.0021	14.4450	0.0013	       	
0.892769	122.5208493198463	-35.1973514575242	    2.2615	 0.0322	   -0.345	 0.058	   -1.293	 0.061	12.0898	0.0003	12.3539	0.0017	11.6730	0.0013	       	
1.067932	122.5209090456944	-35.0211341562294	    3.1559	 1.5236	   -2.804	 2.416	    5.946	 4.518	20.8230	0.0173	21.3770	0.2376	19.8789	0.1116	       	
1.646657	122.5212760507576	-37.7265926096345	    2.7236	 0.7479	   -6.330	 1.506	    0.205	 1.310	20.1620	0.0094	       	      	       	      	       	
1.009176	122.5213229557011	-37.0868461525806	    2.8385	 0.9481	   -5.899	 1.495	    4.397	 1.857	20.7258	0.0089	20.7070	0.1576	19.2540	0.0896	       	
0.892076	122.5215750563497	-35.1981207247491	    2.2053	 0.0312	   -0.784	 0.052	   -1.577	 0.057	11.8034	0.0002	12.0503	0.0014	11.4124	0.0009	  -0.44	10.90
0.402463	122.5219866072616	-35.6961892373497	    2.2919	 0.9144	    0.868	 1.320	    0.416	 2.310	20.6718	0.0103	21.0228	0.1467	19.4404	0.0500	       	
0.655472	122.5224328976373	-36.7298346844031	    2.3198	 0.7244	   -1.403	 1.172	   16.571	 1.446	20.1283	0.0109	20.2892	0.1055	18.7478	0.0477	       	
0.217666	122.5225778929659	-35.8955718591630	    2.2167	 0.2700	   -6.368	 0.386	    4.895	 0.548	19.1891	0.0030	20.9283	0.1060	17.8629	0.0124	       	
0.589716	122.5227801315737	-36.6629131209462	    3.7652	 0.8255	    3.270	 1.500	    2.322	 1.703	20.0624	0.0132	20.2363	0.1685	18.7242	0.0535	       	
1.504634	122.5232492639712	-34.5829232292014	    3.2515	 1.4559	   -4.272	 1.658	   -3.896	 3.394	20.8107	0.0102	21.4296	0.2118	19.6900	0.0864	       	
1.684471	122.5236328514993	-37.7643739839934	    3.1536	 1.1366	   -3.405	 1.564	    2.166	 2.746	20.7517	0.0111	20.8478	0.1659	19.5326	0.1556	       	
1.599278	122.5236846083494	-37.6789804996377	    2.1797	 0.8846	   -5.880	 1.324	    1.251	 1.964	20.5851	0.0095	21.1246	0.1988	19.3830	0.0816	       	
1.176365	122.5240730000887	-34.9124604966277	    2.3854	 0.0330	   -7.789	 0.051	   12.734	 0.060	11.1215	0.0007	11.3087	0.0014	10.8246	0.0012	  31.96	 1.82
1.837416	122.5242792783001	-37.9175667081118	    3.3924	 1.6313	   -6.345	 2.462	   -3.775	 2.449	20.8464	0.0148	21.1394	0.3391	19.5166	0.0925	       	
0.419526	122.5243613300184	-36.4880898458365	    2.6086	 0.2659	   -7.289	 0.438	    8.320	 0.521	15.4274	0.0016	16.6724	0.0095	14.2852	0.0033	       	
0.353033	122.5244039011381	-36.4185801095736	    3.8156	 2.0270	   -3.598	 2.361	   -0.335	 3.256	20.9058	0.0144	21.6322	0.2202	20.1056	0.0970	       	
0.669866	122.5244234250924	-36.7441103542846	    2.4042	 0.9511	   -2.194	 1.448	    4.158	 1.930	20.6712	0.0094	21.1999	0.2868	19.3713	0.0905	       	
0.356462	122.5244643817401	-36.4221650968817	    2.1793	 0.3576	   -4.861	 0.570	   -3.063	 0.696	18.0537	0.0041	18.2759	0.0254	16.6462	0.0115	       	
1.929228	122.5245076295787	-34.1573958111961	    2.2599	 0.7191	    6.378	 1.090	  -27.890	 1.302	20.3271	0.0071	20.7448	0.1621	19.0073	0.0602	       	
1.786021	122.5246335069958	-37.8661297726737	    3.8011	 1.0766	   -7.136	 2.071	   13.175	 1.334	20.6224	0.0099	       	      	       	      	       	
1.921483	122.5249452301637	-34.1652916248949	    2.1064	 0.7066	   -4.796	 1.036	   -0.079	 1.358	20.3351	0.0070	20.5497	0.1624	19.4472	0.0600	       	
0.782555	122.5250189581019	-35.3089972276367	    2.9347	 1.6417	    0.710	 2.066	    0.897	 3.605	20.8698	0.0135	21.3940	0.1804	19.9904	0.1059	       	
1.871203	122.5253050845728	-37.9513990416613	    2.2492	 0.8622	   -5.262	 1.372	    4.020	 1.500	20.5743	0.0080	21.2141	0.2324	19.4090	0.0799	       	
1.409060	122.5255156153874	-37.4881130651413	    3.4855	 0.0274	   -5.537	 0.043	   -2.275	 0.050	11.4923	0.0004	11.8508	0.0010	10.9938	0.0008	  59.29	 1.28
0.791931	122.5258334267731	-36.8674238498185	    2.5101	 0.0804	   -0.546	 0.126	   -4.873	 0.143	17.3819	0.0011	18.5484	0.0264	16.2770	0.0056	       	
0.115239	122.5258568287479	-36.0582046597702	    2.2235	 1.6425	   -0.071	 2.038	    1.464	 2.615	20.7490	0.0155	       	      	       	      	       	
0.157689	122.5259427342217	-36.1940753745140	    2.2636	 0.5843	   -3.041	 0.896	    5.572	 1.000	20.2043	0.0062	20.5080	0.1118	19.1223	0.0586	       	
0.878638	122.5259546013096	-35.2121406938206	    2.2513	 0.4035	   -4.937	 0.667	    4.447	 0.792	17.4535	0.0025	17.9701	0.0301	16.4668	0.0280	       	
1.107458	122.5261338854536	-34.9818443560680	    2.3679	 0.0479	   -7.003	 0.076	    7.486	 0.087	15.3221	0.0015	16.4454	0.0082	14.2628	0.0034	       	
1.864870	122.5269262014962	-34.2220760124326	    2.2167	 0.6913	   -2.933	 0.858	   -6.487	 1.322	20.3275	0.0067	21.1051	0.1426	19.0620	0.0367	       	
0.567001	122.5270316890527	-35.5279431848337	    2.1051	 1.0185	   -3.536	 1.863	   -7.756	 2.861	20.6454	0.0096	       	      	       	      	       	
1.263994	122.5273295032518	-37.3424360800887	    2.3022	 1.1550	   -5.091	 1.914	    5.438	 3.091	20.8225	0.0108	20.5682	0.2218	19.5746	0.0816	       	
1.508224	122.5274508012677	-37.5875143630302	    2.3647	 0.3001	   -5.699	 0.514	   11.060	 0.563	18.3878	0.0041	18.9212	0.0272	17.1118	0.0101	       	
1.408685	122.5276924533914	-37.4876406918051	    2.4356	 0.2096	  -19.145	 0.304	    6.647	 0.339	18.4842	0.0028	19.0448	0.1297	17.1450	0.0312	       	
1.765963	122.5279405528184	-37.8458224583044	    2.4121	 1.4142	   -4.717	 1.779	    3.397	 1.775	20.9001	0.0131	20.9512	0.1347	19.6254	0.1449	       	
1.105455	122.5280049145871	-34.9840150165640	    3.3923	 1.8593	    0.816	 2.332	    6.456	 4.149	20.8649	0.0150	20.7670	0.2377	19.9601	0.0931	       	
1.696819	122.5280287955304	-37.7765261232975	    2.8150	 0.4742	    3.294	 0.845	    4.603	 0.860	17.4238	0.0082	17.9839	0.0134	16.3077	0.0053	       	
0.695165	122.5281715625728	-36.7692254934892	    2.2739	 0.0272	   -9.465	 0.044	   -4.777	 0.044	11.3404	0.0005	11.6058	0.0008	10.9388	0.0006	       	
0.314956	122.5283653352688	-35.7901923407479	    2.9870	 1.5659	    0.199	 2.325	   19.876	 4.322	20.6317	0.0115	21.2897	0.1852	18.8255	0.0417	       	
0.153681	122.5288547930794	-35.9813343376553	    3.8949	 0.3114	  -24.024	 0.489	    9.079	 0.599	19.2750	0.0035	20.9018	0.1369	17.9618	0.0169	       	
0.296215	122.5288944357124	-36.3565988397988	    3.5720	 1.2946	  -12.824	 1.437	    2.091	 2.075	20.5217	0.0108	21.1094	0.3828	19.2060	0.0560	       	
1.087269	122.5290316820944	-35.0023667234700	    2.3538	 1.6787	   -1.519	 2.523	    1.391	 3.309	20.7798	0.0166	       	      	       	      	       	
0.538891	122.5291526849872	-35.5572153441317	    3.8661	 0.7141	  -18.788	 2.742	   36.730	 1.034	19.8213	0.0073	       	      	       	      	       	
0.116986	122.5291953899014	-36.1042851468400	    2.9242	 1.3837	    3.887	 2.138	    5.680	 3.644	20.8545	0.0138	20.6510	0.2784	19.3431	0.0630	       	
0.648539	122.5292877397832	-36.7217984301711	    3.2363	 0.7294	   -5.663	 1.247	    7.646	 1.170	15.6167	0.0026	16.0565	0.0036	14.9019	0.0017	       	
1.206330	122.5293853969616	-37.2843536207445	    2.5081	 0.8378	    1.928	 1.276	    2.133	 1.390	20.5523	0.0083	20.7105	0.2684	19.4447	0.0601	       	
0.902325	122.5294487858779	-35.1886241029309	    2.1531	 1.3718	   -3.055	 1.870	    3.959	 4.120	20.7549	0.0106	       	      	       	      	       	
1.522737	122.5300111507697	-37.6018684965882	    2.2890	 0.0197	   -3.549	 0.035	    0.496	 0.036	14.4953	0.0005	15.0662	0.0023	13.8005	0.0019	       	
1.520275	122.5301438008025	-37.5993902154384	    2.2014	 0.1244	   -2.760	 0.203	    0.244	 0.217	17.8046	0.0013	18.8071	0.0250	16.4905	0.0068	       	
0.949400	122.5306500989461	-37.0257759665279	    2.3057	 1.5331	   -1.628	 2.281	   -2.836	 3.008	20.8423	0.0167	20.9192	0.2789	19.9589	0.1140	       	
1.480306	122.5306801310544	-34.6078147577532	    2.2032	 0.8122	   -3.327	 1.375	    2.257	 1.610	20.5207	0.0099	20.6330	0.2642	19.3681	0.1432	       	
1.561941	122.5309323891521	-34.5259517484844	    2.1480	 1.6308	    0.203	 1.955	    1.250	 3.965	20.8921	0.0128	21.1006	0.0948	19.7303	0.1412	       	
1.050741	122.5309626648875	-35.0392983731272	    2.4279	 0.4612	   -3.747	 0.667	    5.186	 1.102	19.6329	0.0049	20.9656	0.1312	18.3085	0.0245	       	
1.903442	122.5309772105794	-37.9834599062867	    2.3792	 0.9027	    0.207	 1.642	   12.089	 1.418	20.6682	0.0102	20.8438	0.2683	19.0481	0.0637	       	
